Question 19: Fire pt. 2,446,806,447,512,2240,4451,"(A) Your extensive $2000 book collection. Admittedly, most of that cost is just textbooks.
","(B) Your wardrobe. Thankfully, you're well practiced in needing to flee a room quickly while grabbing at clothes.
","(C) Your violin/cello/trumpet/clarinet/flute/kazoo/theremin/vuvuzela/[insert musical noisemaker here].
","(D) The family photographs. Except the one of your in that Christmas sweaterƒno one needs to know about that one
","(E) Your computer. Most of it's on the cloud already, but even a day without a computer? Take me instead, fire.
","(19) Okay, assuming everyone is already safe from the fire, what's the first thing you would try to save?
"
Question 20: Shows,938,1280,779,672,782,4451,"(A) Stranger Things: Scrappy children try to survive a treacherous underworld called Indiana
","(B) Black Mirror: It was good until that episode where Trump became president
","(C) The Bachelorette: One girl with twenty desperate guys, or the average CS class
","(D) Mr. Robot: One man hacks the world into oblivion. His name: David Malan
","(E) Lecture Videos: The Original Series
","(20) What was your favorite television show of 2016?
"
Question 21: Upset,488,338,824,2165,636,4451,"(A) Cavaliers over Warriors
","(B) Cubs over Indians
","(C) Yale over Harvard
","(D) Electoral College over Democracy
","(E) You over midterm
","(21) What was the biggest upset of the year?
"
Question 22: Award,958,1118,786,931,658,4451,"(A) Pulitzer: this makes not selling my soul to Buzzfeed feel slightly better
","(B) Oscar: the other nominees: Helen Mirren, Helen Mirren, and someone in a Holocaust film
","(C) Tony: will trade this award for Hamilton tickets
","(D) Grammy: Adele v. Beyonce v. Bieber, or a woman v. a woman v. a man famous for sounding like a woman
","(E) MTC VMA: Imma let you finish, but Datamatch 2007 was ONE OF THE BEST DATAMATCHES EVER
","(22) Which award are you?
"
Question 23: Headlines,549,1174,453,1312,963,4451,"(A) ""Panic Sparked by Killer Clown Sighting: Turns Out To Just Be Kellyanne Conway""
","(B) ""Attempting to Placate Standing Rock Protesters, Government Adds $25 of Board Plus to Protester Accounts""
","(C) ""Harvard Debate Team Stripped of Medals After Widespread Doping Use Discovered""
","(D) ""Joe Biden's New Single 'Fuck the Police' Tops Charts: 'Stay Woke', He Says""
","(E) ""In Historic Vote, Harvard Final Clubs Vote to Integrate, Allow Poor People""
","(23) Crimson headline you expect to see in the near future:
"
Question 24: Memes,850,1019,559,1413,610,4451,"(A) Ken Bone: Not the hero we deserved, but the one we needed.
","(B) Mannequin Challenge: Finally, a dance that suits my level of activity 
","(C) Damn Daniel: More white Vans than a FedEx fleet
","(D) Me: My exam is tomorrow morning, I should go to bed early. Me to me: You still got 4 hours of sleep, Gilmore Girls won't watch itself
","(E) Pepe the Frog: We on an ultra-right meme.
","(24) What is your favorite internet sensation of the past year? 
"
Question 25: Tradition,424,1647,590,1122,668,4451,"(A) Mather Lather: The fun of contracting venereal disease without the hassle of having sex
","(B) Harvard-Yale: Where everyone makes out and the points don't matter
","(C) Primal Scream: I watch every year because I love exercise
","(D) Housing Day: Beloved by 9 out of every 12 students
","(E) Datamatch: Friendly reminder that the Algorithm sees your answers and will reward/punish appropriately
","(25) What's your favorite Harvard tradition
"
Question 26: Hot dog,619,1656,696,801,679,4451,"(A) Yes.
","(B) No.
","(C) What?
","(D) If I look up the answer, can I get my Ethical Reasoning credit?
","(E) No idea, but if that dog wore pants, it'd wear them on four legs, and I'll defend that until the day I die
","(26) Is a hot dog a sandwich
"
Question 27: Taxes,1028,807,805,455,1356,4451,"(A) $200 million of debt to Russian prostitutes
","(B) Rejection letter from Harvard
","(C) Paul Ryan's balls
","(D) Gov 20 finals solutions
","(E) Sexually explicit ""scouting report"" on possible Cabinet appointees
","(27) What's in Donald Trump's tax records?
"
Question 28: Limitless,1005,975,761,910,800,4451,(A) On the Morality of 21st Century Entertainment: How Much Can One More Episode On Netflix Hurt,(B) Deep Field Analysis of Physical and Quantum Attraction: Why No One Will Date Me,(C) Review of Contemporary Trends in Government: Everything is Terrible,"(D) Comparative Scholarship on the General Canon in Literature: Some Books are Similar, Some Books are Different",(E) Profound Studes of Elastic Time Dilation When Your Thesis is Half-Done and It's Due Tomorrow,"(28) If you had unlimited time and resources, what would you write a thesis on?"
Question 29: Quality,839,1688,480,1212,232,4451,"(A) The intellectual or creative knowledge you have about an uncommon and/or embarassing subject
","(B) The particular sense of humor you have and the kind of unexpected joke you make in situations
","(C) The context and connections fo the specific role, identity, or niche you have in your social circle
","(D) The work and dedication you put into (an) usually unnoticed situation(s), cause(s), or relationship(s)
","(E) The particular difficulty or history you have with an otherwise unknown or uncommon subject.
","(29) What quality would you most appreciate someone noticing about you?
"
Question 30: Future,1091,1101,777,1060,422,4451,"(A) Being a widely respected leader or policy maker, whose decisions are vastly influencing, for better or worse.
","(B) Being an internationally renowned creator whose inventions or art are widely known and respected, though you might not always be liked.
","(C) Being wealthy, well-liked, and free from want for any resource, though you may lack time for personal pursuits.
","(D) Living a fulfilled family life with a stable career, though both may be unextraordinary. 
","(E) Living extremely charitably or performing an extremely charitable act, though likely at cost to yourself.
","(30) The aspect of your future you've daydreamed the most about is...
"
Question 31: Meetup,1885,1355,675,262,274,4451,"(A) Extremely high chance.
","(B) Decent chance.
","(C) Poor chance.
","(D) Extremely low chance.
","(E) Not sure yet.
","(30) If you had the offer to go on a free meal with one of your matches, what would be the chance of you taking that offer?
"
Question 32: ,831,897,863,721,1139,4451,(A) Where are the bodies hidden?,"(B) ""If you could ask Datamatch a question it would be...""","(C) Using the Gram-Schmidt process, give the orthnormal representation of the three dimensional matrix [[2,1,1], [0,3,2], [0,0,5]]. Show your work.",(D) I'm Ron Burgundy?,"(E) Fuck you, Datamatch.",(32) If you could ask Datamatch a question it would be...
